HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Title,Input.Poem,Answer.keyword1,Answer.keyword2,Answer.keyword3,Answer.mood,Approve,Reject
307FVKVSYRUB4XW0G73IUZTNMD874Z,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3RYC5T2D748AYT0SD7YEQXR7UP4RPN,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:48:15 PDT 2019,Fri Apr 12 15:48:32 PDT 2019,Mon Apr 15 15:48:32 PDT 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),MASKS (Every Thing On It),"She had blue skin.<br>And so did he.<br>He kept it hid<br>And so did she.<br>They searched for blue<br>Their whole life through,<br>Then passed right by—<br>And never knew.",skin,hid,passed,Sad,,
307FVKVSYRUB4XW0G73IUZTNMD874Z,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3S0TNUHWKUXVRRI69P1JZMFDQFU8DX,A2C7EYRPWL8B3L,Submitted,Fri Apr 12 16:43:22 PDT 2019,Fri Apr 12 16:43:59 PDT 2019,Mon Apr 15 16:43:59 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),MASKS (Every Thing On It),"She had blue skin.<br>And so did he.<br>He kept it hid<br>And so did she.<br>They searched for blue<br>Their whole life through,<br>Then passed right by—<br>And never knew.",blue,skin,searched,Sad,,
32CAVSKPCE4WA9BD6XDR6T04I4W1UJ,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,339ANSOTR6HWU30TASZXGO4HDHCIK2,A2AV3RBSUUG7KB,Submitted,Fri Apr 12 11:35:01 PDT 2019,Fri Apr 12 11:35:45 PDT 2019,Mon Apr 15 11:35:45 PDT 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br>Sweet and piping hot?<br>Good little Grace looks up and says,<br>“I’ll take the one on top.”<br>Who else wants a pancake,<br>Fresh off the griddle?<br>Terrible Theresa smiles and says,<br>“I’ll take the one in the middle.”",pancake,griddle,swet,Funny,,
32CAVSKPCE4WA9BD6XDR6T04I4W1UJ,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3EKVH9QMEZJK5CGHT8SIPV2A4CK2D0,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:55:05 PDT 2019,Fri Apr 12 11:55:37 PDT 2019,Mon Apr 15 11:55:37 PDT 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br>Sweet and piping hot?<br>Good little Grace looks up and says,<br>“I’ll take the one on top.”<br>Who else wants a pancake,<br>Fresh off the griddle?<br>Terrible Theresa smiles and says,<br>“I’ll take the one in the middle.”",fresh,hot,pancake,Funny,,
32CAVSKPCE4WA9BD6XDR6T04I4W1UJ,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3K3R2QNK8CIHMYC20CXM9IECWKPU9Y,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:37:14 PDT 2019,Fri Apr 12 15:37:48 PDT 2019,Mon Apr 15 15:37:48 PDT 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br>Sweet and piping hot?<br>Good little Grace looks up and says,<br>“I’ll take the one on top.”<br>Who else wants a pancake,<br>Fresh off the griddle?<br>Terrible Theresa smiles and says,<br>“I’ll take the one in the middle.”",pancake,griddle,grace,Happy,,
32W3UF2EZO0HGERW7OBTALL1NOZ4CP,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3EKVH9QMEZJK5CGHT8SIPV2A4EL2D5,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:38:27 PDT 2019,Fri Apr 12 15:38:51 PDT 2019,Mon Apr 15 15:38:51 PDT 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),"I made myself a snowball<br>As perfect as could be.<br>I thought I’d keep it as a pet<br>And let it sleep with me.<br>I made it some pajamas<br>And a pillow for its head.<br>  Then last night it ran away,<br>  But first—it wet the bed.",snowball,pajamas,sleep,Funny,,
32W3UF2EZO0HGERW7OBTALL1NOZ4CP,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3EWIJTFFVPMI18R3AGZOCPRG7Q00E6,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:43:30 PDT 2019,Fri Apr 12 11:43:51 PDT 2019,Mon Apr 15 11:43:51 PDT 2019,,,,21,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),"I made myself a snowball<br>As perfect as could be.<br>I thought I’d keep it as a pet<br>And let it sleep with me.<br>I made it some pajamas<br>And a pillow for its head.<br>  Then last night it ran away,<br>  But first—it wet the bed.",pet,snowball,wet,Funny,,
32W3UF2EZO0HGERW7OBTALL1NOZ4CP,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3J4Q2Z4UTZI061ITCEN9D1PYRYYQW5,A3DZEICLZNLJVK,Submitted,Fri Apr 12 11:24:48 PDT 2019,Fri Apr 12 11:25:10 PDT 2019,Mon Apr 15 11:25:10 PDT 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),"I made myself a snowball<br>As perfect as could be.<br>I thought I’d keep it as a pet<br>And let it sleep with me.<br>I made it some pajamas<br>And a pillow for its head.<br>  Then last night it ran away,<br>  But first—it wet the bed.",Snowball,Perfect,Pajamas,Funny,,
30F94FBDNRZINUEG8PG679RBL2GBTL,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3CCZ6YKWR8Y01JMNZBPE16MWX3X59S,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:43:53 PDT 2019,Fri Apr 12 15:44:25 PDT 2019,Mon Apr 15 15:44:25 PDT 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br>I remember I put on my shoes.<br>I remember I put on my tie<br>That was printed<br>In beautiful purples and blues.<br>I remember I put on my coat,<br>To look perfectly grand at the dance,<br>Yet I feel there is something<br>I may have forgot-<br>What is it? What is it?...",socks,beautiful,forgot,Funny,,
30F94FBDNRZINUEG8PG679RBL2GBTL,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3NGI5ARFTUKM5O1BFDJZK69UQPCP1N,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 12:19:11 PDT 2019,Fri Apr 12 12:19:46 PDT 2019,Mon Apr 15 12:19:46 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br>I remember I put on my shoes.<br>I remember I put on my tie<br>That was printed<br>In beautiful purples and blues.<br>I remember I put on my coat,<br>To look perfectly grand at the dance,<br>Yet I feel there is something<br>I may have forgot-<br>What is it? What is it?...",what,I,forgot,Funny,,
30F94FBDNRZINUEG8PG679RBL2GBTL,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3WOKGM4L72V4DZ4S4U2KH1LUBS5O0X,A2AV3RBSUUG7KB,Submitted,Fri Apr 12 11:35:46 PDT 2019,Fri Apr 12 11:36:26 PDT 2019,Mon Apr 15 11:36:26 PDT 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br>I remember I put on my shoes.<br>I remember I put on my tie<br>That was printed<br>In beautiful purples and blues.<br>I remember I put on my coat,<br>To look perfectly grand at the dance,<br>Yet I feel there is something<br>I may have forgot-<br>What is it? What is it?...",remember,forgot,socks,Sad,,
3VQTAXTYN30XN7T58U6GC5DD4GNBUC,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3TAYZSBPLMNQ71ZZQYN7KUOA5ID2SJ,A2C7EYRPWL8B3L,Submitted,Fri Apr 12 16:46:58 PDT 2019,Fri Apr 12 16:47:35 PDT 2019,Mon Apr 15 16:47:35 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),"Underneath my outside face<br>There’s a face that none can see.<br>A little less smiley,<br>A little less sure,<br>But a whole lot more like me.",underneath,face,me,Sad,,
3VQTAXTYN30XN7T58U6GC5DD4GNBUC,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3VBEN272MLEGMV76PD8WMYIBFZ2SG8,AG3JMJ1DTXC89,Submitted,Fri Apr 12 13:52:33 PDT 2019,Fri Apr 12 13:53:10 PDT 2019,Mon Apr 15 13:53:10 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),"Underneath my outside face<br>There’s a face that none can see.<br>A little less smiley,<br>A little less sure,<br>But a whole lot more like me.",face,sniley,me,Sad,,
3VQTAXTYN30XN7T58U6GC5DD4GNBUC,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3YGXWBAF71WK3YPQXQGVY4HQ3Q4C46,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 12:06:26 PDT 2019,Fri Apr 12 12:06:53 PDT 2019,Mon Apr 15 12:06:53 PDT 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),"Underneath my outside face<br>There’s a face that none can see.<br>A little less smiley,<br>A little less sure,<br>But a whole lot more like me.",my,outside,face,Happy,,
3BC9H1KCYUR6SJBLDMZ124WBA5FYWC,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3FPRZHYEPZMVKBCMOT6HERD9AZ93V0,AT6OE3TVQUOLY,Submitted,Fri Apr 12 14:47:02 PDT 2019,Fri Apr 12 14:47:32 PDT 2019,Mon Apr 15 14:47:32 PDT 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),I WON’T HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br>But I will not hatch, I will not hatch.<br>The hens they all cackle, the roosters all beg,<br>But I will not hatch, I will not hatch.<br>For I hear all the talk of pollution and war<br>As the people all shout and the airplanes roar,<br>So I’m staying in here where it’s safe and it’s warm,<br>And I WILL NOT HATCH!",chicken,egg,hatch,Funny,,
3BC9H1KCYUR6SJBLDMZ124WBA5FYWC,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3G5W44VEU8XIYCUYK4ZUVCR1Y4MGKA,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 12:03:45 PDT 2019,Fri Apr 12 12:04:29 PDT 2019,Mon Apr 15 12:04:29 PDT 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),I WON’T HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br>But I will not hatch, I will not hatch.<br>The hens they all cackle, the roosters all beg,<br>But I will not hatch, I will not hatch.<br>For I hear all the talk of pollution and war<br>As the people all shout and the airplanes roar,<br>So I’m staying in here where it’s safe and it’s warm,<br>And I WILL NOT HATCH!",egg,hatch,chicken,Sad,,
3BC9H1KCYUR6SJBLDMZ124WBA5FYWC,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3V5Q80FXIY6MNKEK0JM6CMGYD1W328,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:40:19 PDT 2019,Fri Apr 12 15:40:44 PDT 2019,Mon Apr 15 15:40:44 PDT 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),I WON’T HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br>But I will not hatch, I will not hatch.<br>The hens they all cackle, the roosters all beg,<br>But I will not hatch, I will not hatch.<br>For I hear all the talk of pollution and war<br>As the people all shout and the airplanes roar,<br>So I’m staying in here where it’s safe and it’s warm,<br>And I WILL NOT HATCH!",chicken,cackle,pollution,Sad,,
39TX062QX13K1GJNY62XETE5A6QX3Y,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,34V1S5K3GTGWKNM14UZJTC0WTW8968,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 12:12:09 PDT 2019,Fri Apr 12 12:12:39 PDT 2019,Mon Apr 15 12:12:39 PDT 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br>Write a nutty poem,<br>Sing a mumble-gumble song,<br>Whistle through your comb.<br>Do a loony-goony dance<br>‘Cross the kitchen floor,<br>Put something silly in the world<br>That ain’t been there before.",silly,picture,poem,Happy,,
